,CMIP6 Compound Name,Physical Parameter,Title,Description,Dimensions,Spatial Shape,Coordinates,Temporal Shape,Cell Methods,Cell Measures,KET comments,correct dimensions,correct cell methods,variableRootDD (if different from Phys. Param.),Region input,recommended reporting grid,Region,Review Requested,dimensions for determining branding suffix,cell_methods for determining branding suffix,variableRootDD,branded variable name
1789,3hr.wpdir,wpdir,Total Peak Wave Direction,"Direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves, by identifying the direction associated with the peak (maximum) energy density. This variable is usually expressed in degrees relative to true north.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpdir,wpdir_tavg-u-hxy-sea
1790,3hrPt.wpdir,wpdir,Total Peak Wave Direction,"Direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves, by identifying the direction associated with the peak (maximum) energy density. This variable is usually expressed in degrees relative to true north.","longitude, latitude, time1, depth0m",Global field (single level),depth0m,time-point,area: mean where sea time: mean,area: areacello,"cell_methods (time: mean) and description (""mean"") inconsistent with time1. The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpdir,wpdir_tavg-u-hxy-sea
1791,6hr.wpdir,wpdir,Total Peak Wave Direction,"Direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves, by identifying the direction associated with the peak (maximum) energy density. This variable is usually expressed in degrees relative to true north.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpdir,wpdir_tavg-u-hxy-sea
1792,Omon.wpdir,wpdir,Total Peak Wave Direction,"Direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves, by identifying the direction associated with the peak (maximum) energy density. This variable is usually expressed in degrees relative to true north.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpdir,wpdir_tavg-u-hxy-sea
1793,6hr.wpdirswell,wpdirswell,Swell Peak Wave Direction,"Direction of wave propagation (direction from which the wave is coming) derived from the swell component of the wave energy spectrum (i.e., waves that have propagated away from their generation area), by identifying the direction associated with the peak (maximum) energy density. This variable is typically expressed in degrees relative to true north.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpdirswell,wpdirswell_tavg-u-hxy-sea
1794,Omon.wpdirswell,wpdirswell,Swell Peak Wave Direction,"Direction of wave propagation (direction from which the wave is coming) derived from the swell component of the wave energy spectrum (i.e., waves that have propagated away from their generation area), by identifying the direction associated with the peak (maximum) energy density. This variable is typically expressed in degrees relative to true north.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpdirswell,wpdirswell_tavg-u-hxy-sea
1795,6hr.wpdirwindsea,wpdirwindsea,Wind Sea Peak Wave Direction,"Direction of wave propagation (direction from which the wave is coming) derived from the wind-sea component of the wave energy spectrum (i.e., local wind waves), by identifying the direction associated with the peak (maximum) energy density. This variable is typically expressed in degrees relative to true north.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpdirwindsea,wpdirwindsea_tavg-u-hxy-sea
1796,Omon.wpdirwindsea,wpdirwindsea,Wind Sea Peak Wave Direction,"Direction of wave propagation (direction from which the wave is coming) derived from the wind-sea component of the wave energy spectrum (i.e., local wind waves), by identifying the direction associated with the peak (maximum) energy density. This variable is typically expressed in degrees relative to true north.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpdirwindsea,wpdirwindsea_tavg-u-hxy-sea
1797,3hr.wpp,wpp, Total Wave Peak Period,"Wave period associated with the most energetic waves in total wave spectrum, incorporating both wind-sea and swell waves. In spectral wind wave models, this represents the spectral peak across the entire two-dimensional wave spectrum, incorporating both wind-sea and swell waves.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpp,wpp_tavg-u-hxy-sea
1798,3hrPt.wpp,wpp,Total Wave Peak Period,"Wave period associated with the most energetic waves in total wave spectrum, incorporating both wind-sea and swell waves. In spectral wind wave models, this represents the spectral peak across the entire two-dimensional wave spectrum, incorporating both wind-sea and swell waves.","longitude, latitude, time1, depth0m",Global field (single level),depth0m,time-point,area: mean where sea time: mean,area: areacello,"cell_methods (time: mean) and description (""mean"") inconsistent with time1. The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpp,wpp_tavg-u-hxy-sea
1799,6hr.wpp,wpp, Total Wave Peak Period,"Wave period associated with the most energetic waves in total wave spectrum, incorporating both wind-sea and swell waves. In spectral wind wave models, this represents the spectral peak across the entire two-dimensional wave spectrum, incorporating both wind-sea and swell waves.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpp,wpp_tavg-u-hxy-sea
1800,Omon.wpp,wpp,Total Wave Peak Period,"Wave period associated with the most energetic waves in total wave spectrum, incorporating both wind-sea and swell waves. In spectral wind wave models, this represents the spectral peak across the entire two-dimensional wave spectrum, incorporating both wind-sea and swell waves.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wpp,wpp_tavg-u-hxy-sea
1801,6hr.wppswell,wppswell,Swell Wave Peak Period,"Wave period associated with the most energetic swell waves (i.e., waves that have propagated away from their generation area). In spectral wind wave models, this represents the spectral peak across part of the two-dimensional wave spectrum, incorporating just swell waves.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wppswell,wppswell_tavg-u-hxy-sea
1802,Omon.wppswell,wppswell,Swell Wave Peak Period,"Wave period associated with the most energetic swell waves (i.e., waves that have propagated away from their generation area). In spectral wind wave models, this represents the spectral peak across part of the two-dimensional wave spectrum, incorporating just swell waves.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wppswell,wppswell_tavg-u-hxy-sea
1803,6hr.wppwindsea,wppwindsea,Wind Sea Wave Peak Period,"Wave period associated with the most energetic wind-sea waves (i.e., local wind waves). In spectral wind wave models, this represents the spectral peak across part of the two-dimensional wave spectrum, incorporating just wind-sea waves.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wppwindsea,wppwindsea_tavg-u-hxy-sea
1804,Omon.wppwindsea,wppwindsea,Wind Sea Wave Peak Period,"Wave period associated with the most energetic wind-sea waves (i.e., local wind waves). In spectral wind wave models, this represents the spectral peak across part of the two-dimensional wave spectrum, incorporating just wind-sea waves.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"The ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.","longitude, latitude, time",,,,ocean,glb,,"longitude, latitude, time",area: mean where sea time: mean,wppwindsea,wppwindsea_tavg-u-hxy-sea
1805,E1hr.wsgmax100m,wsgmax100m,Maximum Wind Speed of Gust at 100m,Wind speed gust maximum at 100m above surface,"longitude, latitude, time, height100m",Global field (single level),height100m,time-intv,area: mean time: maximum,area: areacella,"vertical coordinate value is in branding suffix, not root name.",,,wsgmax,,atmosphere,glb,,"longitude, latitude, time, height100m",area: mean time: maximum,wsgmax,wsgmax_tstat-h100m-hxy-u
1806,Emon.wsgmax100m,wsgmax100m,Maximum Wind Speed of Gust at 100m,"Maximum Wind Speed of Gust at 100m, monthly","longitude, latitude, time, height100m",Global field (single level),height100m,time-intv,area: mean time: maximum,area: areacella,"vertical coordinate value is in branding suffix, not root name.",,,wsgmax,,atmosphere,glb,,"longitude, latitude, time, height100m",area: mean time: maximum,wsgmax,wsgmax_tstat-h100m-hxy-u
1807,E1hr.wsgmax10m,wsgmax10m,Maximum Speed of Wind Gust at 10m,Wind speed gust maximum at 10m above surface,"longitude, latitude, time, height10m",Global field (single level),height10m,time-intv,area: mean time: maximum,area: areacella,"vertical coordinate value is in branding suffix, not root name.",,,wsgmax,,atmosphere,glb,,"longitude, latitude, time, height10m",area: mean time: maximum,wsgmax,wsgmax_tstat-h10m-hxy-u
1808,Emon.wsgmax10m,wsgmax10m,Maximum Wind Speed of Gust at 10m,"Maximum Wind Speed of Gust at 10m, monthly","longitude, latitude, time, height10m",Global field (single level),height10m,time-intv,area: mean time: maximum,area: areacella,"vertical coordinate value is in branding suffix, not root name.",,,wsgmax,,atmosphere,glb,,"longitude, latitude, time, height10m",area: mean time: maximum,wsgmax,wsgmax_tstat-h10m-hxy-u
1809,Eday.wtd,wtd,Water Table Depth,depth_of_soil_moisture_saturation,"longitude, latitude, time",Global field (single level),,time-intv,area: mean where land time: mean,area: areacellr,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean where land time: mean,wtd,wtd_tavg-u-hxy-lnd
